 Iteration #:           4
   Depth    K_x     K_t     K_y
   43.68    4.47    0.00    4.47
   46.52    4.55    0.00    4.55
   49.35    4.61    0.00    4.61
   52.19    4.65    0.00    4.65
   55.02    4.66    0.00    4.66
   57.86    4.64    0.00    4.64
   60.70    4.59    0.00    4.59
   63.53    4.52    0.00    4.52
   66.37    4.43    0.00    4.43
   69.20    4.32    0.00    4.32
   10.39    4.46    0.00    4.46
   11.54    4.39    0.00    4.39
   12.49    4.34    0.00    4.34
   13.44    4.29    0.00    4.29
   14.38    4.25    0.00    4.25
   15.32    4.21    0.00    4.21
   16.27    4.18    0.00    4.18
   17.21    4.14    0.00    4.14
   19.11    4.08    0.00    4.08
   21.00    4.03    0.00    4.03
   22.89    4.02    0.00    4.02
   24.78    4.01    0.00    4.01
   26.67    4.03    0.00    4.03
   28.56    4.05    0.00    4.05
   30.45    4.09    0.00    4.09
   32.34    4.14    0.00    4.14
   34.23    4.19    0.00    4.19
   36.12    4.25    0.00    4.25
   38.01    4.31    0.00    4.31
   40.84    4.37    0.00    4.37
   43.68    4.47    0.00    4.47
   46.52    4.55    0.00    4.55
   49.35    4.61    0.00    4.61
   52.19    4.65    0.00    4.65
   55.02    4.65    0.00    4.65
   57.86    4.64    0.00    4.64
   60.69    4.59    0.00    4.59
   63.53    4.52    0.00    4.52
   66.36    4.43    0.00    4.43
   69.20    4.32    0.00    4.32
   10.95    4.45    0.00    4.45
   11.89    4.39    0.00    4.39
   12.84    4.34    0.00    4.34
   13.78    4.29    0.00    4.29
   14.72    4.24    0.00    4.24
   15.67    4.21    0.00    4.21
   16.61    4.17    0.00    4.17
   17.56    4.13    0.00    4.13
   19.45    4.08    0.00    4.08
   21.33    4.03    0.00    4.03
   23.22    4.02    0.00    4.02
   25.11    4.01    0.00    4.01
   27.00    4.03    0.00    4.03
   28.89    4.05    0.00    4.05
   30.78    4.09    0.00    4.09
   32.66    4.14    0.00    4.14
   34.55    4.19    0.00    4.19
   36.44    4.26    0.00    4.26
   38.33    4.32    0.00    4.32
   41.16    4.38    0.00    4.38
   44.00    4.47    0.00    4.47
   46.83    4.55    0.00    4.55
   49.66    4.61    0.00    4.61
   52.50    4.64    0.00    4.64
   55.33    4.65    0.00    4.65
   58.16    4.63    0.00    4.63
   60.99    4.59    0.00    4.59
   63.83    4.52    0.00    4.52
   66.66    4.42    0.00    4.42
   69.49    4.31    0.00    4.31
   10.28    4.48    0.00    4.48
   11.02    4.42    0.00    4.42
   11.97    4.37    0.00    4.37
   12.91    4.32    0.00    4.32
   13.86    4.28    0.00    4.28
   14.80    4.24    0.00    4.24
   15.74    4.20    0.00    4.20
   16.69    4.16    0.00    4.16
   17.63    4.12    0.00    4.12
   19.52    4.07    0.00    4.07
   21.41    4.03    0.00    4.03
   23.30    4.02    0.00    4.02
   25.19    4.01    0.00    4.01
   27.07    4.03    0.00    4.03
   28.96    4.06    0.00    4.06
   30.85    4.10    0.00    4.10
   32.74    4.15    0.00    4.15
   34.63    4.20    0.00    4.20
   36.52    4.26    0.00    4.26
   38.40    4.32    0.00    4.32
   41.24    4.38    0.00    4.38
   44.07    4.48    0.00    4.48
   46.90    4.56    0.00    4.56
   49.73    4.61    0.00    4.61
   52.56    4.65    0.00    4.65
   55.40    4.65    0.00    4.65
   58.23    4.63    0.00    4.63
   61.06    4.58    0.00    4.58
   63.89    4.51    0.00    4.51
   66.73    4.41    0.00    4.41
   69.56    4.31    0.00    4.31
   10.22    4.49    0.00    4.49
   11.01    4.43    0.00    4.43
   11.95    4.38    0.00    4.38
   12.90    4.33    0.00    4.33
   13.84    4.28    0.00    4.28
   14.79    4.24    0.00    4.24
   15.73    4.20    0.00    4.20
   16.67    4.17    0.00    4.17
   17.62    4.12    0.00    4.12
   19.51    4.07    0.00    4.07
   21.39    4.03    0.00    4.03
   23.28    4.02    0.00    4.02
   25.17    4.01    0.00    4.01
   27.06    4.03    0.00    4.03
   28.95    4.06    0.00    4.06
   30.84    4.10    0.00    4.10
   32.73    4.15    0.00    4.15
   34.61    4.21    0.00    4.21
   36.50    4.26    0.00    4.26
   38.39    4.32    0.00    4.32
   41.22    4.38    0.00    4.38
   44.05    4.48    0.00    4.48
   46.89    4.56    0.00    4.56
   49.72    4.61    0.00    4.61
   52.55    4.65    0.00    4.65
   55.38    4.65    0.00    4.65
   58.22    4.63    0.00    4.63
   61.05    4.58    0.00    4.58
   63.88    4.51    0.00    4.51
   66.71    4.41    0.00    4.41
   69.55    4.31    0.00    4.31
   10.16    4.51    0.00    4.51
   11.01    4.45    0.00    4.45
   11.96    4.39    0.00    4.39
   12.90    4.34    0.00    4.34
   13.85    4.30    0.00    4.30
   14.79    4.25    0.00    4.25
   15.73    4.21    0.00    4.21
   16.68    4.17    0.00    4.17
   17.62    4.12    0.00    4.12
   19.51    4.07    0.00    4.07
   21.40    4.03    0.00    4.03
   23.29    4.02    0.00    4.02
   25.17    4.01    0.00    4.01
   27.06    4.03    0.00    4.03
   28.95    4.06    0.00    4.06
   30.84    4.10    0.00    4.10
   32.73    4.15    0.00    4.15
   34.62    4.21    0.00    4.21
   36.50    4.26    0.00    4.26
   38.39    4.32    0.00    4.32
   41.23    4.38    0.00    4.38
   44.06    4.48    0.00    4.48
   46.89    4.56    0.00    4.56
   49.72    4.61    0.00    4.61
   52.55    4.65    0.00    4.65
   55.39    4.65    0.00    4.65
   58.22    4.63    0.00    4.63
   61.05    4.58    0.00    4.58
   63.88    4.51    0.00    4.51
   66.72    4.41    0.00    4.41
   69.55    4.31    0.00    4.31
   10.10    4.52    0.00    4.52
   11.04    4.45    0.00    4.45
   11.98    4.39    0.00    4.39
   12.93    4.34    0.00    4.34
   13.87    4.30    0.00    4.30
   14.82    4.26    0.00    4.26
   15.76    4.21    0.00    4.21
   16.70    4.17    0.00    4.17
   17.65    4.12    0.00    4.12
   19.54    4.07    0.00    4.07
   21.42    4.03    0.00    4.03
   23.31    4.02    0.00    4.02
   25.20    4.01    0.00    4.01
   27.09    4.03    0.00    4.03
   28.98    4.06    0.00    4.06
   30.86    4.10    0.00    4.10
   32.75    4.15    0.00    4.15
   34.64    4.21    0.00    4.21
   36.53    4.27    0.00    4.27
   38.42    4.32    0.00    4.32
   41.25    4.38    0.00    4.38
   44.08    4.48    0.00    4.48
   46.91    4.56    0.00    4.56
   49.75    4.61    0.00    4.61
   52.58    4.65    0.00    4.65
   55.41    4.65    0.00    4.65
   58.24    4.63    0.00    4.63
   61.08    4.58    0.00    4.58
   63.91    4.51    0.00    4.51
   66.74    4.41    0.00    4.41
   69.57    4.31    0.00    4.31
   10.04    4.52    0.00    4.52
   11.05    4.45    0.00    4.45
   11.99    4.39    0.00    4.39
   12.94    4.34    0.00    4.34
   13.88    4.30    0.00    4.30
   14.83    4.26    0.00    4.26
   15.77    4.21    0.00    4.21
   16.71    4.17    0.00    4.17
   17.66    4.12    0.00    4.12
   19.55    4.07    0.00    4.07
   21.43    4.03    0.00    4.03
   23.32    4.02    0.00    4.02
   25.21    4.01    0.00    4.01
   27.10    4.03    0.00    4.03
   28.99    4.06    0.00    4.06
   30.88    4.10    0.00    4.10
   32.76    4.15    0.00    4.15
   34.65    4.21    0.00    4.21
   36.54    4.27    0.00    4.27
   38.43    4.32    0.00    4.32
   41.26    4.38    0.00    4.38
   44.09    4.48    0.00    4.48
   46.92    4.56    0.00    4.56
   49.76    4.61    0.00    4.61
   52.59    4.65    0.00    4.65
   55.42    4.65    0.00    4.65
   58.25    4.63    0.00    4.63
   61.09    4.58    0.00    4.58
   63.92    4.51    0.00    4.51
   66.75    4.41    0.00    4.41
   69.58    4.31    0.00    4.31
    9.98    4.52    0.00    4.52
   11.06    4.45    0.00    4.45
   12.00    4.39    0.00    4.39
   12.95    4.34    0.00    4.34
   13.89    4.30    0.00    4.30
   14.84    4.26    0.00    4.26
   15.78    4.22    0.00    4.22
   16.72    4.17    0.00    4.17
   17.67    4.12    0.00    4.12
   19.56    4.07    0.00    4.07
   21.45    4.03    0.00    4.03
   23.33    4.02    0.00    4.02
   25.22    4.01    0.00    4.01
   27.11    4.03    0.00    4.03
   29.00    4.06    0.00    4.06
   30.89    4.10    0.00    4.10
   32.77    4.15    0.00    4.15
   34.66    4.21    0.00    4.21
   36.55    4.27    0.00    4.27
   38.44    4.32    0.00    4.32
   41.27    4.38    0.00    4.38
   44.10    4.48    0.00    4.48
   46.93    4.56    0.00    4.56
   49.77    4.61    0.00    4.61
   52.60    4.65    0.00    4.65
   55.43    4.65    0.00    4.65
   58.26    4.63    0.00    4.63
   61.09    4.58    0.00    4.58
   63.93    4.51    0.00    4.51
   66.76    4.41    0.00    4.41
   69.59    4.31    0.00    4.31
   10.07    4.52    0.00    4.52
   11.02    4.45    0.00    4.45
   11.97    4.39    0.00    4.39
   12.91    4.34    0.00    4.34
   13.86    4.30    0.00    4.30
   14.80    4.26    0.00    4.26
   15.74    4.22    0.00    4.22
   16.69    4.17    0.00    4.17
   17.63    4.12    0.00    4.12
   19.52    4.07    0.00    4.07
   21.41    4.03    0.00    4.03
   23.30    4.02    0.00    4.02
   25.18    4.01    0.00    4.01
   27.07    4.03    0.00    4.03
   28.96    4.06    0.00    4.06
   30.85    4.10    0.00    4.10
   32.74    4.15    0.00    4.15
   34.63    4.21    0.00    4.21
   36.51    4.27    0.00    4.27
   38.40    4.32    0.00    4.32
   41.23    4.38    0.00    4.38
   44.07    4.48    0.00    4.48
   46.90    4.56    0.00    4.56
   49.73    4.61    0.00    4.61
   52.56    4.65    0.00    4.65
   55.40    4.65    0.00    4.65
   58.23    4.63    0.00    4.63
   61.06    4.58    0.00    4.58
   63.89    4.51    0.00    4.51
   66.73    4.42    0.00    4.42
   69.56    4.32    0.00    4.32
   10.17    4.52    0.00    4.52
   11.08    4.45    0.00    4.45
   12.02    4.39    0.00    4.39
   12.96    4.34    0.00    4.34
   13.91    4.30    0.00    4.30
   14.85    4.26    0.00    4.26
   15.80    4.21    0.00    4.21
   16.74    4.17    0.00    4.17
   17.68    4.12    0.00    4.12
   19.57    4.07    0.00    4.07
   21.46    4.03    0.00    4.03
   23.35    4.02    0.00    4.02
   25.24    4.01    0.00    4.01
   27.12    4.03    0.00    4.03
   29.01    4.06    0.00    4.06
   30.90    4.10    0.00    4.10
   32.79    4.15    0.00    4.15
   34.68    4.20    0.00    4.20
   36.56    4.27    0.00    4.27
   38.45    4.32    0.00    4.32
   41.28    4.38    0.00    4.38
   44.12    4.48    0.00    4.48
   46.95    4.56    0.00    4.56
   49.78    4.61    0.00    4.61
   52.61    4.65    0.00    4.65
   55.44    4.65    0.00    4.65
   58.27    4.63    0.00    4.63
   61.11    4.58    0.00    4.58
   63.94    4.51    0.00    4.51
   66.77    4.43    0.00    4.43
   69.60    4.32    0.00    4.32
   10.26    4.51    0.00    4.51
   11.06    4.45    0.00    4.45
   12.01    4.39    0.00    4.39
   12.95    4.34    0.00    4.34
   13.89    4.30    0.00    4.30
   14.84    4.24    0.00    4.24
   15.78    4.20    0.00    4.20
   16.73    4.17    0.00    4.17
   17.67    4.12    0.00    4.12
   19.56    4.07    0.00    4.07
   21.45    4.03    0.00    4.03
   23.34    4.02    0.00    4.02
   25.22    4.01    0.00    4.01
   27.11    4.03    0.00    4.03
   29.00    4.06    0.00    4.06
   30.89    4.10    0.00    4.10
   32.78    4.15    0.00    4.15
   34.66    4.21    0.00    4.21
   36.55    4.27    0.00    4.27
   38.44    4.32    0.00    4.32
   41.27    4.38    0.00    4.38
   44.10    4.48    0.00    4.48
   46.94    4.56    0.00    4.56
   49.77    4.61    0.00    4.61
   52.60    4.65    0.00    4.65
   55.43    4.65    0.00    4.65
   58.26    4.63    0.00    4.63
   61.10    4.58    0.00    4.58
   63.93    4.52    0.00    4.52
   66.76    4.43    0.00    4.43
   69.59    4.32    0.00    4.32
   10.35    4.49    0.00    4.49
   10.94    4.45    0.00    4.45
   11.88    4.39    0.00    4.39
   12.82    4.34    0.00    4.34
   13.77    4.29    0.00    4.29
   14.71    4.24    0.00    4.24
   15.66    4.20    0.00    4.20
   16.60    4.16    0.00    4.16
   17.55    4.12    0.00    4.12
   19.43    4.07    0.00    4.07
   21.32    4.03    0.00    4.03
   23.21    4.02    0.00    4.02
   25.10    4.01    0.00    4.01
   26.99    4.03    0.00    4.03
   28.88    4.06    0.00    4.06
   30.77    4.10    0.00    4.10
   32.66    4.15    0.00    4.15
   34.54    4.21    0.00    4.21
   36.43    4.27    0.00    4.27
   38.32    4.32    0.00    4.32
   41.15    4.38    0.00    4.38
   43.99    4.48    0.00    4.48
   46.82    4.56    0.00    4.56
   49.65    4.61    0.00    4.61
   52.49    4.65    0.00    4.65
   55.32    4.65    0.00    4.65
   58.15    4.63    0.00    4.63
   60.98    4.59    0.00    4.59
   63.82    4.52    0.00    4.52
   66.65    4.43    0.00    4.43
   69.48    4.32    0.00    4.32
   10.45    4.48    0.00    4.48
   10.92    4.44    0.00    4.44
   11.87    4.39    0.00    4.39
   12.81    4.34    0.00    4.34
   13.75    4.29    0.00    4.29
   14.70    4.24    0.00    4.24
   15.64    4.20    0.00    4.20
   16.59    4.16    0.00    4.16
   17.53    4.12    0.00    4.12
   19.42    4.07    0.00    4.07
   21.31    4.03    0.00    4.03
   23.20    4.02    0.00    4.02
   25.09    4.01    0.00    4.01
   26.98    4.03    0.00    4.03
   28.86    4.06    0.00    4.06
   30.75    4.10    0.00    4.10
   32.64    4.15    0.00    4.15
   34.53    4.20    0.00    4.20
   36.42    4.26    0.00    4.26
   38.31    4.32    0.00    4.32
   41.14    4.38    0.00    4.38
   43.97    4.47    0.00    4.47
   46.81    4.55    0.00    4.55
   49.64    4.61    0.00    4.61
   52.47    4.65    0.00    4.65
   55.31    4.65    0.00    4.65
   58.14    4.63    0.00    4.63
   60.97    4.59    0.00    4.59
   63.80    4.52    0.00    4.52
   66.64    4.43    0.00    4.43
   69.47    4.33    0.00    4.33
   10.54    4.47    0.00    4.47
   10.54    4.43    0.00    4.43
   11.68    4.38    0.00    4.38
   12.62    4.33    0.00    4.33
   13.57    4.28    0.00    4.28
   14.51    4.24    0.00    4.24
   15.46    4.20    0.00    4.20
   16.40    4.17    0.00    4.17
   17.35    4.13    0.00    4.13
   19.24    4.07    0.00    4.07
   21.13    4.04    0.00    4.04
   23.02    4.02    0.00    4.02
   24.91    4.01    0.00    4.01
   26.80    4.03    0.00    4.03
   28.68    4.06    0.00    4.06
   30.57    4.10    0.00    4.10
   32.46    4.14    0.00    4.14
   34.35    4.20    0.00    4.20
   36.24    4.26    0.00    4.26
   38.13    4.31    0.00    4.31
   40.97    4.37    0.00    4.37
   43.80    4.47    0.00    4.47
   46.64    4.55    0.00    4.55
   49.47    4.61    0.00    4.61
   52.31    4.64    0.00    4.64
   55.14    4.65    0.00    4.65
   57.98    4.64    0.00    4.64
   60.81    4.59    0.00    4.59
   63.64    4.53    0.00    4.53
   66.48    4.44    0.00    4.44
   69.31    4.33    0.00    4.33
   10.63    4.45    0.00    4.45
   11.31    4.40    0.00    4.40
   12.25    4.35    0.00    4.35
   13.20    4.30    0.00    4.30
   14.14    4.26    0.00    4.26
   15.09    4.21    0.00    4.21
   16.04    4.18    0.00    4.18
   16.98    4.14    0.00    4.14
   18.87    4.08    0.00    4.08
   20.77    4.04    0.00    4.04
   22.66    4.02    0.00    4.02
   24.55    4.01    0.00    4.01
   26.44    4.02    0.00    4.02
   28.33    4.05    0.00    4.05
   30.22    4.09    0.00    4.09
   32.11    4.14    0.00    4.14
   34.01    4.19    0.00    4.19
   35.90    4.25    0.00    4.25
   37.79    4.31    0.00    4.31
   40.62    4.37    0.00    4.37
   43.46    4.46    0.00    4.46
   46.30    4.54    0.00    4.54
   49.14    4.61    0.00    4.61
   51.97    4.64    0.00    4.64
   54.81    4.66    0.00    4.66
   57.65    4.64    0.00    4.64
   60.48    4.60    0.00    4.60
   63.32    4.53    0.00    4.53
   66.16    4.44    0.00    4.44
   69.00    4.34    0.00    4.34
   10.73    4.46    0.00    4.46
   11.81    4.40    0.00    4.40
   12.76    4.35    0.00    4.35
   13.70    4.30    0.00    4.30
   14.65    4.26    0.00    4.26
   15.59    4.22    0.00    4.22
   16.54    4.18    0.00    4.18
   17.48    4.14    0.00    4.14
   19.37    4.08    0.00    4.08
   21.26    4.04    0.00    4.04
   23.15    4.02    0.00    4.02
   25.04    4.01    0.00    4.01
   26.93    4.02    0.00    4.02
   28.82    4.05    0.00    4.05
   30.70    4.09    0.00    4.09
   32.59    4.13    0.00    4.13
   34.48    4.18    0.00    4.18
   36.37    4.24    0.00    4.24
   38.26    4.30    0.00    4.30
   41.09    4.36    0.00    4.36
   43.93    4.46    0.00    4.46
   46.76    4.54    0.00    4.54
   49.59    4.60    0.00    4.60
   52.43    4.64    0.00    4.64
   55.26    4.66    0.00    4.66
   58.09    4.64    0.00    4.64
   60.93    4.60    0.00    4.60
   63.76    4.54    0.00    4.54
   66.59    4.45    0.00    4.45
   69.43    4.34    0.00    4.34
   10.82    4.44    0.00    4.44
   12.07    4.37    0.00    4.37
   13.01    4.33    0.00    4.33
   13.96    4.29    0.00    4.29
   14.90    4.25    0.00    4.25
   15.84    4.20    0.00    4.20
   16.79    4.16    0.00    4.16
   17.73    4.13    0.00    4.13
   19.62    4.08    0.00    4.08
   21.51    4.04    0.00    4.04
   23.39    4.02    0.00    4.02
   25.28    4.01    0.00    4.01
   27.17    4.03    0.00    4.03
   29.06    4.06    0.00    4.06
   30.95    4.09    0.00    4.09
   32.83    4.14    0.00    4.14
   34.72    4.19    0.00    4.19
   36.61    4.26    0.00    4.26
   38.50    4.31    0.00    4.31
   41.33    4.37    0.00    4.37
   44.16    4.47    0.00    4.47
   46.99    4.55    0.00    4.55
   49.82    4.61    0.00    4.61
   52.65    4.65    0.00    4.65
   55.49    4.66    0.00    4.66
   58.32    4.64    0.00    4.64
   61.15    4.60    0.00    4.60
   63.98    4.53    0.00    4.53
   66.81    4.44    0.00    4.44
   69.64    4.33    0.00    4.33
   10.92    4.44    0.00    4.44
   12.10    4.38    0.00    4.38
   13.04    4.33    0.00    4.33
   13.98    4.28    0.00    4.28
   14.93    4.24    0.00    4.24
   15.87    4.21    0.00    4.21
   16.82    4.17    0.00    4.17
   17.76    4.13    0.00    4.13
   19.65    4.07    0.00    4.07
   21.54    4.04    0.00    4.04
   23.42    4.02    0.00    4.02
   25.31    4.01    0.00    4.01
   27.20    4.03    0.00    4.03
   29.09    4.06    0.00    4.06
   30.97    4.09    0.00    4.09
   32.86    4.14    0.00    4.14
